total_observablePrecision,simulation_dateAndTime,flux_units,used_,relative_nObservableFluxes,simulation_id,average_observableFluxPrecision,id,n_fluxes,total_precision,comment_,n_observableFluxes,average_fluxPrecision
126.609360361597,2015-10-10 23:00:16,mmol*gDCW-1*hr-1,True,0.500751879699248,WTEColi_113C80_U13C20_01_140407_iDM2014_full04_OxicWtGlc_0,0.782928690122625,104,665,832.410789627825,,333,1.25174554831252
