total_observablePrecision,id,total_precision,simulation_id,n_observableFluxes,n_fluxes,relative_nObservableFluxes,comment_,flux_units,simulation_dateAndTime,used_,average_observableFluxPrecision,average_fluxPrecision
1.67143248169484,108,336.388580456522,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_0,15,34,0.441176470588235,,EX_glc_LPAREN_e_RPAREN__normalized,2015-06-09 09:27:38,True,0.111428832112989,9.89378177813301
1.67211043926337,74,253.709709223044,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,16,34,0.470588235294118,,EX_glc_LPAREN_e_RPAREN__normalized,2015-09-18 07:57:31,True,0.104506902453961,7.462050271266
1.68750414473868,216,32.2338609914937,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_3,17,34,0.5,,EX_glc_LPAREN_e_RPAREN__normalized,2015-09-19 19:10:17,True,0.0992649496905103,1.00730815598418
1.6982744415881,218,193.968413284919,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_3_noCofactorsMS,16,34,0.470588235294118,,EX_glc_LPAREN_e_RPAREN__normalized,2015-09-19 17:02:17,True,0.106142152599256,6.06151291515372
1.66035459754928,227,35.0666364535812,WTEColi_113C80_U13C20_01_140407_iDM2014_full04_OxicWtGlc_0,16,34,0.470588235294118,,EX_glc_LPAREN_e_RPAREN__normalized,2015-10-01 00:51:05,True,0.10377216234683,1.09583238917441
1.4728731102126,229,59.7382155195615,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_0_extra,12,34,0.352941176470588,,EX_glc_LPAREN_e_RPAREN__normalized,2015-09-27 21:21:44,True,0.12273942585105,1.81024895513823
1.23667002978048,231,57.8136508663639,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_0_pfl,14,34,0.411764705882353,,EX_glc_LPAREN_e_RPAREN__normalized,2015-09-30 03:09:23,True,0.0883335735557488,1.80667658957387
