rxn_id,flux_exchange_normalized_lb,flux_exchange_normalized,flux_exchange_units,flux_exchange_ub,id,flux_exchange_stdev,comment_,simulation_dateAndTime,flux_exchange,flux_exchange_lb,used_,flux_exchange_normalized_stdev,simulation_id,flux_exchange_normalized_units,flux_exchange_normalized_ub
PUNP4,0.0,0.989951079713433,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6625,28.0379428924326,,2015-09-18 07:57:31,0.185727168416655,0.0,True,0.249995797500455,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999983190001822
H2Otpp,0.0,8.82912884679345e-05,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6626,28.0379428924326,,2015-09-18 07:57:31,0.00033394662253103,0.0,True,0.241844493830925,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.967377975323699
pyr_to_23dhmb,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6627,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
HYD2pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6628,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GLYCTO2,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6629,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
FE2tex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6630,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NAt3_2pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6631,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NH4tex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6632,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ARGSS,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6633,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GLYCLTtex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6634,28.0379428924326,,2015-09-18 07:57:31,0.306492926806972,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
EDD,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6635,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTPP5,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6636,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ILETA,0.0,0.858915493896646,EX_glc_LPAREN_e_RPAREN__normalized,112.151759313814,6637,28.0379398284535,,2015-09-18 07:57:31,0.132553731889887,0.0,True,0.249951474451093,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999805897804372
EX_k_LPAREN_e_RPAREN_,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6638,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
CO2tpp,0.246379924885164,0.654862983644589,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6639,27.8915165238276,,2015-09-18 07:57:31,3.39926737173495,0.585705474420103,True,0.184474249109666,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.984276921323829
NTPP6,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6640,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
FRD3,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6641,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
THD2pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6642,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
D_DASH_LACtex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6643,28.0379428924326,,2015-09-18 07:57:31,0.73732172391564,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
GSNK,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6644,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
G3PD2,0.0,0.987825552088689,EX_glc_LPAREN_e_RPAREN__normalized,112.151764518539,6645,28.0379411296347,,2015-09-18 07:57:31,1.01156193527065,0.0,True,0.249972212650584,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999888850602338
FORt2pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6646,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
MLDEP2pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6647,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTD10,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6648,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTPP1,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6649,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
e4p_and_pep_to_3dhq,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6650,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NADPHQR2,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6651,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
MCOATA,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6652,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
PE161abcpp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6653,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GLYCLTt4pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6654,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
MPTG2,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6655,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
PFL,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6656,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GLUSy,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6657,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTD12,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6658,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ADMDC,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6659,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
THRAi,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6660,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NI2tpp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6661,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
CRNCBCT,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6662,28.0379428924326,,2015-09-18 07:57:31,0.565024739113654,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
GCALDD,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6663,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
g1p_to_glycogen,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6664,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GLYCL,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6665,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
IPPS,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6666,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
SERD_L,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6667,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ASAD,0.0,0.646427387189782,EX_glc_LPAREN_e_RPAREN__normalized,112.151726130521,6668,28.0379315326303,,2015-09-18 07:57:31,0.147513790980822,0.0,True,0.249820273047401,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999281092189603
LIPOPOLYSACCHARIDE_4,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6669,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GALUi,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6670,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTPP10,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6671,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GMPR,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6672,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
EX_na1_LPAREN_e_RPAREN_,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6673,28.0379428924326,,2015-09-18 07:57:31,0.200263680026272,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
CLtex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6674,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
TPI,0.718165962768238,0.761650895868544,EX_glc_LPAREN_e_RPAREN__normalized,3.34591624139728,6675,0.307253488406882,,2015-09-18 07:57:31,2.6546781144939,2.11690228776975,True,0.0207329296449273,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.801097681347947
5MTRtpp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6676,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
CYTBD2pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6677,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
PUNP7,0.0,0.980330528684425,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6678,28.0379428924326,,2015-09-18 07:57:31,0.16950809803884,0.0,True,0.249992418915958,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999969675663832
MDDEP2pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6679,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ADK4,0.0,0.976971931309563,EX_glc_LPAREN_e_RPAREN__normalized,112.151771558515,6713,28.0379428896289,,2015-09-18 07:57:31,4.73019761735036e-07,0.0,True,0.249999999975146,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999999999900586
hom_DASH_L_to_thr_DASH_L,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6680,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
CELLENV_8,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6681,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NADH16pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6682,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ASPT,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6683,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTPTP2,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6684,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
PGI,0.623390811533777,0.853141296710205,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6685,27.7232928299899,,2015-09-18 07:57:31,4.4171241306981,1.25860024977111,True,0.0924687792204584,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.993265928415611
PItex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6686,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
PDH,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6687,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
THFSYN,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6688,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
DXPS,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6689,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
EX_cobalt2_LPAREN_e_RPAREN_,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6690,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
FE3tex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6691,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
MLDCP1App,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6692,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NDPK5,0.0,0.988543746882687,EX_glc_LPAREN_e_RPAREN__normalized,112.151770435391,6693,28.0379426088478,,2015-09-18 07:57:31,0.170452132679256,0.0,True,0.249995596729434,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999982386917736
P5CD,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6694,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ATHRDHr,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6695,28.0379428924326,,2015-09-18 07:57:31,0.787561642486436,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
CTPS2,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6696,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
FBA,0.640305903744971,0.691624544940071,EX_glc_LPAREN_e_RPAREN__normalized,2.21372931705916,6697,0.201313441442145,,2015-09-18 07:57:31,1.77453966172582,1.40847555129058,True,0.0240973616198538,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.736695350224386
OAADC,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6698,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
CYTBDpp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6699,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTD4,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6700,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
METOX1s,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6701,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
SERD_D,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6702,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
GLYK,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6703,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
EX_cl_LPAREN_e_RPAREN_,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6704,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTD7,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6705,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NTPP2,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6706,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
DGK1,0.0,0.999018160841327,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6707,28.0379428924326,,2015-09-18 07:57:31,1.91826669526812,0.0,True,0.249995797550313,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999983190201254
ACALDtpp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6708,28.0379428924326,,2015-09-18 07:57:31,0.216726841169661,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
GLCP,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6709,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ACONTb,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6710,28.0379428924326,,2015-09-18 07:57:31,0.0,0.0,True,0.249282959885431,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.997131839541724
RNDR3,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6711,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
OMCDC,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6712,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
DSERDHr,0.0,0.999999922183778,EX_glc_LPAREN_e_RPAREN__normalized,112.151771558515,6714,28.0379428896289,,2015-09-18 07:57:31,0.14337741052343,0.0,True,0.24999999997513,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999999999900518
MDDEP3pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6715,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
CELLENV_7,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6716,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
NADH18pp,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6717,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
SULRi,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6718,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
MTHTHFSs,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6719,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
CYTK1,0.0,0.956933878651418,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6720,28.0379428924326,,2015-09-18 07:57:31,0.280699640672668,0.0,True,0.249971843372145,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.999887373488579
ETOHtex,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6721,28.0379428924326,,2015-09-18 07:57:31,0.154265005657513,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
EX_mn2_LPAREN_e_RPAREN_,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6722,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
ALCD2x,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6723,28.0379428924326,,2015-09-18 07:57:31,0.537727235994055,0.0,True,0.25,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,1.0
EX_co2_LPAREN_e_RPAREN_,0.0,0.602496083355241,EX_glc_LPAREN_e_RPAREN__normalized,112.151771569731,6724,28.0379428924326,,2015-09-18 07:57:31,2.71543392460918,0.0,True,0.246069230330957,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.984276921323829
EX_pi_LPAREN_e_RPAREN_,0.0,0.0,EX_glc_LPAREN_e_RPAREN__normalized,0.0,6725,0.0,,2015-09-18 07:57:31,0.0,0.0,True,0.0,WTEColi_113C80_U13C20_02_140407_iDM2014_full04_OxicWtGlc_1,netFlux_normalized,0.0
